id;pi;pj;dij;fij
6616;5084;875;1220.674;2
6617;5084;736;966.63;2
6618;5084;2953;1032.967;5
6619;5084;808;1009.553;6
6620;5084;10225;655.303;21
6621;5084;930;400.959;16
6622;5084;647;599.793;11
6623;5084;838;708.729;10
6624;5084;663;602.123;9
6625;5084;4049;533.68;17
6626;5084;827;531.997;5
6627;5084;11619;470.563;122
6628;5084;1382;431.015;10
6629;5084;55521;47.457;230
6630;5084;1221;300.955;39
6631;5084;8560;64.483;111
6632;5084;515;125.486;62
6633;5084;1564;66.746;142
6634;5084;2390;87.512;71
6635;5084;852;273.317;26
6636;5084;1009;329.292;36
6637;5084;496;278.844;39
6638;5084;1047;103.812;112
6639;5084;2616;305.722;64
6640;5084;189;167.634;41
6641;5084;1644;196.668;89
6642;5084;37177;61.535;229
6643;5084;810;225.347;75
6644;5084;494;175.879;28
6645;5084;1844;402.813;46
6646;5084;1421;131.549;82
6647;5084;3363;65.565;86
6648;5084;4803;89.912;146
6649;5084;6981;561.019;40
6650;5084;482;734.355;13
6651;5084;471;509.033;34
6652;5084;65;661.388;14
6653;5084;185;579.354;7
6654;5084;2858;433.131;124
6655;5084;523;425.031;10
6656;5084;454;608.139;9
6657;5084;217;271.937;24
6658;5084;38;469.45;5
6659;5084;2314;465.083;19
6660;5084;300;540.264;7
6661;5084;655;256.146;23
6662;5084;433;373.168;15
6663;5084;5086;816.646;28
6664;5084;761;868.258;32
6665;5084;458;975.195;5
6666;5084;744;982.886;6
6667;5084;513;694.67;6
6668;5084;757;860.493;19
6669;5084;259;890.441;13
6670;5084;286;704.277;23
6671;5084;426;725.915;13
6672;5084;5313;1737.583;18
6673;5084;315;1757.641;4
6674;5084;113;1652.149;3
6675;5084;180;1695.739;6
6676;5084;112;2367.922;8
6677;5084;129;2042.474;2
6678;5084;625;2349.825;16
6679;5084;454;1729.691;2
6680;5084;419;1440.027;1
6681;5084;137;1551.244;2
6682;5084;421;1530.69;1
6683;5084;391;1503.112;7
6684;5084;96;1967.747;6
6685;5084;142;2172.447;12
6686;5084;3188;489.274;50
6687;5084;48;773.042;2
6688;5084;45;593.924;6
6689;5084;15;539.877;3
6690;5084;20;680.54;7
6691;5084;29;532.806;4
6692;5084;53;549.972;10
6693;5084;16;602.336;6
6694;5084;41;636.183;6
6695;5084;1762;691.896;72
6696;5084;52;590.807;12
6697;5084;122;479.397;13
6698;5084;50;643.841;13
6699;5084;18703;1303.997;30
6700;5084;1730;1455.744;3
6701;5084;536;1416.079;2
6702;5084;2415;1358.212;9
6703;5084;1730;1310.233;18
6704;5084;5092;1299.212;23
6705;5084;1179;1172.882;2
6706;5084;1940;1116.11;5
6707;5084;1252;1192.228;3
6708;5084;1369;1420.153;1
6709;5084;609;1330.764;1
6710;5084;1723;1281.647;2
6711;5084;2744;1365.325;4
6712;5084;1066;1011.897;5
6713;5084;1451;1222.722;2
6714;5084;852;1181.052;2
6715;5084;1067;1106.885;2
6716;5084;12815;2785.377;31
6717;5084;2606;2809.871;2
6718;5084;114;3343.92;14
6719;5084;97;3079.824;1
6720;5084;153;3255.738;4
6721;5084;77;2927.677;1
6722;5084;727;3031.395;2
6723;5084;645;2799.255;17
6724;5084;70;2971.335;1
6725;5084;1186;2855.128;6
6726;5084;295;2882.765;2
6727;5084;395;3060.811;3
6728;5084;31144;840.924;77
6729;5084;482;824.942;3
6730;5084;718;912.234;7
6731;5084;1094;831.887;7
6732;5084;1182;808.692;6
6733;5084;538;903.57;6
6734;5084;1438;835.048;17
6735;5084;68;818.627;4
6736;5084;1237;1106.918;29
6737;5084;417;966.422;5
6738;5084;99;849.055;5
6739;5084;106;808.035;5
6740;5084;534;763.034;11
6741;5084;2194;1033.388;17
6742;5084;1104;877.912;9
6743;5084;2621;889.884;20
6744;5084;16745;580.921;96
6745;5084;1436;697.136;23
6746;5084;887;313.676;29
6747;5084;1801;445.346;51
6748;5084;1313;629.979;24
6749;5084;850;552.323;11
6750;5084;998;521.267;13
6751;5084;1905;539.897;24
6752;5084;600;712.085;87
6753;5084;486;632.926;9
6754;5084;837;435.696;19
6755;5084;1226;707.892;26
6756;5084;756;752.233;53
6757;5084;2489;536.367;27
6758;5084;12326;1672.017;15
6759;5084;3739;1771.318;5
6760;5084;1714;1723.572;1
6761;5084;1119;2035.847;8
6762;5084;3313;1511.774;4
6763;5084;665;1647.095;2
6764;5084;2080;1854.953;1
6765;5084;2665;1960.323;12
6766;5084;3732;1895.196;7
6767;5084;1897;1563.109;1
6768;5084;1740;1980.774;3
6769;5084;24001;1118.449;45
6770;5084;5492;1149.057;10
6771;5084;2251;1283.625;5
6772;5084;2609;1390.02;3
6773;5084;2853;1219.895;4
6774;5084;16554;1143.677;50
6775;5084;1010;1292.4;3
6776;5084;1677;1211.951;3
6777;5084;8672;1148.162;24
6778;5084;4774;1293.681;4
6779;5084;1607;1309.34;4
6780;5084;3681;1182.008;12
6781;5084;2342;1163.621;6
6782;5084;8919;663.749;36
6783;5084;484;605.784;3
6784;5084;2085;333.804;32
6785;5084;642;469.776;26
6786;5084;555;776.172;19
6787;5084;1527;775.915;46
6788;5084;879;511.774;12
6789;5084;1164;734.666;58
6790;5084;662;545.162;2
6791;5084;1273;534.624;10
6792;5084;296;665.247;15
6793;5084;9103;2551.356;12
6794;5084;326;2644.066;2
6795;5084;409;2411.069;5
6796;5084;2189;2598.39;10
6797;5084;164;2449.09;1
6798;5084;621;2445.564;1
6799;5084;299;2656.706;1
6800;5084;436;2369.335;2
6801;5084;564;2643.348;15
6802;5084;21022;2274.279;26
6803;5084;2415;2189.715;7
6804;5084;698;2239.449;4
6805;5084;845;2154.523;2
6806;5084;14804;1919.793;20
6807;5084;1201;2146.274;5
6808;5084;1533;2299.714;4
6809;5084;706;2236.121;2
6810;5084;1017;2079.503;2
6811;5084;1573;2128.457;4
6812;5084;1390;2211.244;2
6813;5084;1478;2159.081;2
6814;5084;859;2338.772;2
6815;5084;1054;2116.556;4
6816;5084;1630;1864.765;9
6817;5084;88;1614.732;2
6818;5084;248;1911.157;2
6819;5084;140;1813.418;1
6820;5084;229;1807.787;9
6821;5084;3853;1989.62;14
6822;5084;169;1918.017;15
6823;5084;2238;1993.79;8
6824;5084;815;2060.674;3
6825;5084;817;2196.232;7
6826;5084;1208;1900.721;8
6827;5084;1448;2959.219;34
6828;5084;214;2421.259;2
6829;5084;368;1964.373;3
6830;5084;492;2002.375;2
6831;5084;375;2335.439;8
6832;5084;208;2671.345;5
6833;5084;1967;1902.387;21
6834;5084;24;1873.584;2
6835;5084;39;1981.444;9
6836;5084;37;1942.2;20
6837;5084;181;2238.253;24
6838;5084;13903;1550.371;21
6839;5084;837;1648.636;2
6840;5084;1672;1665.105;3
6841;5084;1028;1623.619;2
6842;5084;1429;1370.188;2
6843;5084;3118;1402.946;13
6844;5084;308;1516.178;2
6845;5084;1030;1508.352;3
6846;5084;2484;1410.731;5
6847;5084;16030;1587.963;30
6848;5084;1331;1485.701;6
6849;5084;1793;1497.982;28
6850;5084;1898;1798.428;11
6851;5084;2481;1607.393;8
6852;5084;4303;1767.3;14
6853;5084;1097;1353.422;2
6854;5084;2684;1586.486;7
6855;5084;10531;1656.832;13
6856;5084;1202;1466.123;3
6857;5084;2089;1900.825;7
6858;5084;1079;1389.392;3
6859;5084;1811;1633.803;22
6860;5084;1190;1469.205;9
6861;5084;651;1631.728;2
6862;5084;352;1817.967;2
6863;5084;545;1719.145;11
6864;5084;1164;1650.583;1
6865;5084;1101;1361.866;2
6866;5084;32704;1335.49;52
6867;5084;1000;1171.301;7
6868;5084;1634;1414.194;14
6869;5084;899;1296.955;5
6870;5084;211;1262.271;2
6871;5084;249;1400.423;6
6872;5084;982;1341.833;34
6873;5084;1637;1351.0;20
6874;5084;1052;1564.151;11
6875;5084;1482;1738.67;8
6876;5084;35862;1283.324;69
6877;5084;596;1505.191;70
6878;5084;232;1200.996;3
6879;5084;358;1100.829;7
6880;5084;1142;1291.688;8
6881;5084;280;1408.802;72
6882;5084;574;1091.051;7
6883;5084;664;1305.49;10
6884;5084;1196;1235.567;36
6885;5084;427;1275.129;30
6886;5084;860;1056.633;8
6887;5084;1428;1149.698;12
6888;5084;547;1258.533;6
6889;5084;2404;1299.04;13
6890;5084;578;1132.637;7
6891;5084;457;1278.339;4
6892;5084;971;1166.809;9
6893;5084;399;1320.593;11
6894;5084;1071;1113.879;11
6895;5084;270;1202.569;5
6896;5084;795;1139.492;12
6897;5084;1780;2371.759;25
6898;5084;18;1870.795;7
6899;5084;252;2068.632;22
6900;5084;66;2337.725;7
6901;5084;124;2568.094;16
6902;5084;108;2300.856;14
6903;5084;3166;3331.506;11
6904;5084;194;3712.379;7
6905;5084;70;3574.228;12
6906;5084;527;3528.048;9
6907;5084;92;3763.642;3
6908;5084;462;3385.154;4
6909;5084;226;2889.027;10
6910;5084;13;3590.073;3
6911;5084;78;3993.153;6
6912;5084;563;3590.019;5
6913;5084;286;3461.279;4
6914;5084;154;3811.399;3
6915;5084;109;3168.154;7
6916;5084;17;3365.936;1
6917;5084;243;3765.336;5
6918;5084;9297;1144.824;66
6919;5084;240;1499.469;13
6920;5084;135;1280.874;7
6921;5084;1577;1404.031;115
6922;5084;162;1553.224;13
6923;5084;133;1508.356;79
6924;5084;301;1062.337;9
6925;5084;2510;1430.004;77
6926;5084;65;1398.592;5
6927;5084;70;1541.517;4
6928;5084;118;1310.619;9
6929;5084;470;1049.33;10
6930;5084;103;1118.078;6
6931;5084;83;996.262;14
6932;5084;390;1337.182;21
6933;5084;193;1152.616;6
6934;5084;28731;1028.02;81
6935;5084;1418;1076.778;7
6936;5084;3965;1105.283;69
6937;5084;3341;895.1;24
6938;5084;1083;863.025;3
6939;5084;10525;1088.725;14
6940;5084;765;833.435;3
6941;5084;2984;1030.409;13
6942;5084;2890;991.269;6
6943;5084;8810;887.959;11
6944;5084;627;1142.414;18
6945;5084;4127;94.049;111
6946;5084;1642;95.753;61
6947;5084;168923;1896.127;104
6948;5084;79400;1190.792;92
6949;5084;29365;1821.81;33
6950;5084;20445;1021.653;50
6951;5084;150;1349.214;1
6952;4567;11814;1064.866;19
6953;4567;17691;921.568;5
6954;4567;1699;1176.737;3
6955;4567;346;1233.765;2
6956;4567;961;952.637;7
6957;4567;920;1152.585;4
6958;4567;1162;1129.473;1
6959;4567;726;1267.409;1
6960;4567;604;944.101;63
6961;4567;892;1026.156;3
6962;4567;1337;1100.014;3
6963;4567;875;1238.822;2
6964;4567;736;994.944;3
6965;4567;2953;1062.715;4
6966;4567;808;1042.232;2
6967;4567;10225;711.267;20
6968;4567;930;455.619;16
6969;4567;647;649.023;17
6970;4567;838;762.385;2
6971;4567;663;660.312;6
6972;4567;4049;593.524;12
6973;4567;827;581.091;6
6974;4567;11619;531.542;146
6975;4567;1382;491.21;10
6976;4567;55521;20.14;302
6977;4567;1221;364.045;45
6978;4567;7281;64.483;116
6979;4567;515;180.304;54
6980;4567;1564;131.035;121
6981;4567;2390;51.525;131
6982;4567;852;336.709;25
6983;4567;1009;273.095;60
6984;4567;496;336.213;38
6985;4567;1047;74.459;149
6986;4567;2616;369.801;59
6987;4567;189;231.343;31
6988;4567;1644;202.298;114
6989;4567;37177;106.504;199
6990;4567;810;175.915;139
6991;4567;494;111.519;51
6992;4567;1844;347.356;81
6993;4567;1421;67.201;151
6994;4567;3363;62.033;127
6995;4567;4803;97.167;184
6996;4567;6981;496.547;50
6997;4567;482;670.851;19
6998;4567;471;448.362;52
6999;4567;65;597.093;19
7000;4567;185;517.081;15
7001;4567;2858;382.956;156
7002;4567;523;360.614;17
7003;4567;454;547.755;9
7004;4567;217;222.339;40
7005;4567;38;406.359;7
7006;4567;2314;404.85;27
7007;4567;300;477.144;10
7008;4567;655;193.609;37
7009;4567;433;309.04;22
7010;4567;5086;762.326;48
7011;4567;761;810.982;49
7012;4567;458;920.823;4
7013;4567;744;925.452;3
7014;4567;513;655.294;13
7015;4567;757;811.478;13
7016;4567;259;836.826;5
7017;4567;286;653.116;25
7018;4567;426;671.798;13
7019;4567;5313;1705.662;33
7020;4567;315;1727.564;1
7021;4567;113;1621.233;2
7022;4567;180;1659.327;7
7023;4567;112;2332.675;14
7024;4567;129;2011.776;1
7025;4567;625;2314.813;33
7026;4567;454;1695.264;2
7027;4567;419;1404.722;1
7028;4567;137;1526.207;2
7029;4567;391;1473.078;4
7030;4567;96;1936.868;1
7031;4567;142;2139.205;10
7032;4567;3188;443.545;54
7033;4567;45;545.411;3
7034;4567;15;494.104;2
7035;4567;20;632.38;2
7036;4567;29;490.743;1
7037;4567;53;510.454;12
7038;4567;16;559.752;4
7039;4567;41;596.815;6
7040;4567;1762;651.316;87
7041;4567;52;552.556;17
7042;4567;122;439.452;11
7043;4567;50;600.219;9
7044;4567;18703;1305.794;38
7045;4567;1730;1460.248;2
7046;4567;2415;1358.064;4
7047;4567;1730;1315.196;21
7048;4567;5092;1295.505;31
7049;4567;1179;1176.821;2
7050;4567;1940;1112.071;5
7051;4567;1252;1192.366;3
7052;4567;1369;1427.539;1
7053;4567;609;1321.486;2
7054;4567;1723;1292.671;2
7055;4567;2744;1368.21;4
7056;4567;1066;1016.61;5
7057;4567;1451;1225.494;3
7058;4567;852;1188.046;2
7059;4567;1067;1111.043;6
7060;4567;12815;2810.39;45
7061;4567;2606;2831.475;3
7062;4567;114;3359.538;13
7063;4567;97;3107.779;1
7064;4567;153;3277.004;4
7065;4567;77;2959.059;1
7066;4567;727;3060.001;2
7067;4567;645;2829.958;23
7068;4567;70;3002.193;2
7069;4567;1186;2874.376;4
7070;4567;136;3086.483;1
7071;4567;295;2907.221;1
7072;4567;395;3086.549;2
7073;4567;31144;848.167;93
7074;4567;482;836.624;3
7075;4567;718;885.87;2
7076;4567;1094;843.556;9
7077;4567;1182;821.777;7
7078;4567;538;896.001;9
7079;4567;1438;825.836;13
7080;4567;68;814.334;1
7081;4567;1237;1093.163;29
7082;4567;417;966.864;6
7083;4567;99;847.582;6
7084;4567;106;808.446;2
7085;4567;534;770.836;10
7086;4567;2194;1027.171;18
7087;4567;1104;882.211;6
7088;4567;2621;875.759;25
7089;4567;16745;576.664;103
7090;4567;1436;681.616;7
7091;4567;887;305.969;30
7092;4567;1801;433.603;53
7093;4567;1313;594.704;12
7094;4567;850;536.203;10
7095;4567;998;497.154;11
7096;4567;1905;534.706;25
7097;4567;600;679.158;102
7098;4567;486;622.916;9
7099;4567;837;408.549;11
7100;4567;1226;706.091;24
7101;4567;756;727.861;67
7102;4567;2489;533.481;25
7103;4567;12326;1676.563;13
7104;4567;3739;1778.719;12
7105;4567;1119;2048.805;9
7106;4567;3313;1516.626;3
7107;4567;665;1655.745;1
7108;4567;2080;1865.646;1
7109;4567;2665;1978.614;10
7110;4567;3732;1910.001;3
7111;4567;1740;1985.677;3
7112;4567;24001;1147.957;66
7113;4567;5492;1184.094;11
7114;4567;2251;1310.296;1
7115;4567;2609;1415.109;2
7116;4567;2853;1257.234;8
7117;4567;16554;1182.311;83
7118;4567;1010;1315.493;3
7119;4567;1677;1244.745;5
7120;4567;8672;1184.952;46
7121;4567;4774;1311.664;8
7122;4567;1607;1340.576;4
7123;4567;3681;1213.163;22
7124;4567;2342;1195.444;12
7125;4567;8919;687.395;47
7126;4567;484;636.33;3
7127;4567;2085;362.213;28
7128;4567;642;491.15;24
7129;4567;555;806.573;30
7130;4567;1527;797.017;49
7131;4567;879;517.737;12
7132;4567;1164;773.151;63
7133;4567;662;563.194;8
7134;4567;1273;546.675;9
7135;4567;296;699.285;14
7136;4567;9103;2576.587;27
7137;4567;326;2663.122;2
7138;4567;409;2440.887;5
7139;4567;2189;2625.684;19
7140;4567;164;2475.298;1
7141;4567;621;2470.13;2
7142;4567;299;2679.636;1
7143;4567;564;2676.33;13
7144;4567;21022;2298.847;26
7145;4567;2415;2214.37;5
7146;4567;698;2265.365;1
7147;4567;845;2173.031;2
7148;4567;14804;1944.427;30
7149;4567;1201;2175.094;2
7150;4567;1533;2325.153;3
7151;4567;706;2256.794;1
7152;4567;1017;2099.927;6
7153;4567;1573;2149.068;5
7154;4567;1478;2181.728;4
7155;4567;859;2363.497;3
7156;4567;1054;2140.184;7
7157;4567;1630;1843.4;10
7158;4567;248;1890.998;2
7159;4567;140;1791.276;2
7160;4567;229;1782.164;12
7161;4567;3853;1985.534;13
7162;4567;169;1895.841;9
7163;4567;2238;1984.645;7
7164;4567;817;2210.55;4
7165;4567;1208;1891.403;8
7166;4567;1448;2970.423;17
7167;4567;214;2441.316;3
7168;4567;492;2002.335;1
7169;4567;375;2342.144;3
7170;4567;208;2688.591;3
7171;4567;1967;1867.153;31
7172;4567;24;1838.736;3
7173;4567;39;1945.163;11
7174;4567;37;1904.057;33
7175;4567;181;2197.21;30
7176;4567;13903;1564.575;39
7177;4567;837;1665.204;1
7178;4567;1028;1634.666;1
7179;4567;1429;1379.715;1
7180;4567;3118;1416.99;23
7181;4567;308;1533.256;2
7182;4567;1030;1518.993;1
7183;4567;2484;1431.93;8
7184;4567;16030;1614.1;43
7185;4567;1331;1510.351;5
7186;4567;1793;1512.973;42
7187;4567;1898;1826.641;20
7188;4567;2481;1628.662;12
7189;4567;4303;1793.49;28
7190;4567;1097;1370.961;4
7191;4567;2684;1604.103;2
7192;4567;10531;1654.607;14
7193;4567;1202;1465.696;2
7194;4567;2089;1901.244;10
7195;4567;1079;1387.808;3
7196;4567;1811;1632.188;26
7197;4567;1190;1462.459;1
7198;4567;651;1624.457;1
7199;4567;545;1717.641;9
7200;4567;1101;1352.084;7
7201;4567;32704;1316.092;73
7202;4567;1634;1388.291;9
7203;4567;899;1267.562;1
7204;4567;211;1246.328;1
7205;4567;249;1382.179;2
7206;4567;982;1324.979;41
7207;4567;1637;1330.749;16
7208;4567;1052;1550.266;11
7209;4567;1482;1727.357;4
7210;4567;35862;1237.912;83
7211;4567;596;1459.566;69
7212;4567;232;1167.177;1
7213;4567;358;1067.773;4
7214;4567;1142;1248.466;3
7215;4567;280;1357.715;60
7216;4567;574;1053.112;2
7217;4567;664;1270.2;3
7218;4567;1196;1186.13;55
7219;4567;427;1218.615;24
7220;4567;860;1008.44;5
7221;4567;1428;1110.223;4
7222;4567;547;1210.7;8
7223;4567;2404;1257.739;5
7224;4567;578;1086.049;4
7225;4567;457;1218.398;2
7226;4567;971;1124.85;1
7227;4567;399;1271.002;6
7228;4567;1071;1063.424;7
7229;4567;270;1156.724;2
7230;4567;795;1091.369;1
7231;4567;1780;2312.799;31
7232;4567;18;1817.063;8
7233;4567;252;2010.697;29
7234;4567;66;2281.559;4
7235;4567;124;2508.24;18
7236;4567;108;2241.517;18
7237;4567;3166;3291.271;18
7238;4567;194;3664.365;4
7239;4567;70;3540.009;13
7240;4567;527;3483.541;6
7241;4567;92;3721.348;1
7242;4567;462;3345.033;3
7243;4567;226;2852.736;6
7244;4567;13;3537.006;1
7245;4567;78;3941.729;7
7246;4567;563;3549.846;7
7247;4567;286;3420.613;1
7248;4567;109;3127.903;13
7249;4567;243;3721.346;7
7250;4567;9297;1082.405;78
7251;4567;240;1436.574;14
7252;4567;135;1217.959;12
7253;4567;1577;1342.014;150
7254;4567;162;1489.652;12
7255;4567;133;1449.809;105
7256;4567;301;998.08;3
7257;4567;2510;1369.911;86
7258;4567;65;1334.646;1
7259;4567;70;1479.455;10
7260;4567;118;1246.175;7
7261;4567;470;988.171;12
7262;4567;83;932.038;6
7263;4567;390;1272.732;13
7264;4567;193;1089.225;3
7265;4567;28731;1068.834;119
7266;4567;1418;1115.188;7
7267;4567;3965;1146.128;107
7268;4567;3341;938.269;27
7269;4567;1083;909.827;4
7270;4567;10525;1134.934;24
7271;4567;765;874.108;7
7272;4567;2984;1073.37;21
7273;4567;2890;1041.404;9
7274;4567;8810;938.795;14
7275;4567;627;1189.579;23
7276;4567;4127;135.991;165
7277;4567;1642;102.228;132
7278;4567;168923;1905.658;141
7279;4567;79400;1232.303;139
7280;4567;29365;1834.284;50
7281;4567;20445;979.052;77
7282;4567;150;1345.513;3
7283;1273;604;798.708;3
7284;1273;10225;531.21;1
7285;1273;930;276.02;3
7286;1273;647;474.575;1
7287;1273;838;583.568;2
7288;1273;663;480.103;1
7289;1273;4049;414.285;1
7290;1273;827;406.866;1
7291;1273;11619;353.929;12
7292;1273;1382;312.6;1
7293;1273;55521;160.169;17
7294;1273;1221;195.609;2
7295;1273;7281;125.486;8
7296;1273;8560;180.304;6
7297;1273;1564;78.057;13
7298;1273;2390;212.922;2
7299;1273;852;171.445;2
7300;1273;1009;452.668;1
7301;1273;496;156.016;7
7302;1273;1047;170.614;4
7303;1273;2616;209.744;3
7304;1273;189;128.101;2
7305;1273;1644;162.632;5
7306;1273;37177;152.099;15
7307;1273;810;350.585;3
7308;1273;494;287.015;1
7309;1273;1844;526.667;1
7310;1273;1421;240.384;4
7311;1273;3363;188.9;3
7312;1273;4803;204.473;7
7313;1273;6981;664.534;1
7314;1273;2858;481.115;5
7315;1273;5086;867.157;3
7316;1273;761;927.866;2
7317;1273;458;1024.204;1
7318;1273;744;1042.053;1
7319;1273;513;707.852;2
7320;1273;757;895.071;2
7321;1273;259;937.926;1
7322;1273;286;747.185;2
7323;1273;426;777.06;2
7324;1273;625;2341.364;1
7325;1273;3188;614.597;3
7326;1273;48;661.412;1
7327;1273;45;719.409;1
7328;1273;15;665.175;1
7329;1273;20;806.009;1
7330;1273;29;657.36;1
7331;1273;53;673.69;1
7332;1273;16;726.935;1
7333;1273;41;759.668;1
7334;1273;1762;815.746;3
7335;1273;52;713.943;2
7336;1273;122;603.431;2
7337;1273;50;768.663;1
7338;1273;18703;1228.77;1
7339;1273;1730;1229.979;1
7340;1273;5092;1233.098;1
7341;1273;12815;2676.166;2
7342;1273;2606;2704.411;1
7343;1273;114;3245.354;5
7344;1273;97;2967.472;1
7345;1273;153;3150.428;1
7346;1273;77;2812.165;1
7347;1273;727;2918.426;1
7348;1273;645;2684.4;2
7349;1273;70;2856.277;1
7350;1273;1186;2752.395;1
7351;1273;136;2942.427;1
7352;1273;295;2774.098;1
7353;1273;395;2950.706;1
7354;1273;31144;760.643;2
7355;1273;2194;973.582;1
7356;1273;16745;525.523;1
7357;1273;1436;659.692;1
7358;1273;887;281.975;1
7359;1273;1801;410.073;1
7360;1273;600;710.22;5
7361;1273;756;731.255;2
7362;1273;1897;1482.031;1
7363;1273;24001;1006.486;6
7364;1273;5492;1031.668;1
7365;1273;2251;1174.298;1
7366;1273;2609;1282.223;1
7367;1273;2853;1100.486;1
7368;1273;16554;1023.377;6
7369;1273;1010;1187.171;1
7370;1273;1677;1096.488;1
7371;1273;8672;1029.291;2
7372;1273;4774;1194.844;1
7373;1273;1607;1195.193;1
7374;1273;3681;1068.196;2
7375;1273;2342;1049.189;1
7376;1273;8919;561.549;2
7377;1273;484;495.501;1
7378;1273;2085;233.522;2
7379;1273;642;374.7;1
7380;1273;555;664.657;2
7381;1273;1527;675.914;1
7382;1273;879;440.574;1
7383;1273;1164;615.374;7
7384;1273;296;550.525;1
7385;1273;9103;2442.046;1
7386;1273;21022;2165.882;3
7387;1273;2415;2081.295;1
7388;1273;698;2129.629;1
7389;1273;845;2053.297;1
7390;1273;14804;1811.663;1
7391;1273;1201;2033.552;2
7392;1273;1533;2190.356;1
7393;1273;706;2132.189;1
7394;1273;1017;1976.037;1
7395;1273;1573;2024.712;1
7396;1273;1390;2102.67;1
7397;1273;1478;2052.931;1
7398;1273;859;2230.153;1
7399;1273;1054;2009.338;1
7400;1273;229;1780.377;2
7401;1273;3853;1921.589;2
7402;1273;169;1883.234;2
7403;1273;2238;1934.393;1
7404;1273;817;2100.303;2
7405;1273;1208;1841.877;1
7406;1273;1448;2866.686;6
7407;1273;214;2317.885;1
7408;1273;368;1921.481;1
7409;1273;492;1927.727;1
7410;1273;375;2249.9;3
7411;1273;208;2571.182;1
7412;1273;181;2244.469;1
7413;1273;13903;1455.792;2
7414;1273;837;1550.675;1
7415;1273;1672;1564.492;1
7416;1273;1028;1533.22;1
7417;1273;1429;1282.796;1
7418;1273;3118;1309.024;2
7419;1273;308;1417.864;1
7420;1273;1030;1418.863;1
7421;1273;2484;1307.475;2
7422;1273;16030;1478.629;3
7423;1273;1331;1378.203;1
7424;1273;1793;1402.481;3
7425;1273;1898;1686.625;2
7426;1273;2481;1503.617;1
7427;1273;4303;1657.656;1
7428;1273;1097;1254.969;1
7429;1273;2684;1487.305;1
7430;1273;10531;1586.667;1
7431;1273;2089;1825.681;1
7432;1273;1811;1562.716;2
7433;1273;1190;1407.429;1
7434;1273;32704;1297.796;1
7435;1273;1000;1140.452;1
7436;1273;35862;1304.374;3
7437;1273;596;1525.592;7
7438;1273;232;1194.544;1
7439;1273;358;1093.54;1
7440;1273;1142;1307.023;1
7441;1273;280;1444.941;10
7442;1273;574;1095.05;1
7443;1273;664;1301.616;1
7444;1273;1196;1267.896;2
7445;1273;427;1329.249;1
7446;1273;860;1086.856;1
7447;1273;1428;1156.828;2
7448;1273;547;1286.245;1
7449;1273;2404;1309.514;1
7450;1273;578;1157.881;1
7451;1273;457;1345.521;1
7452;1273;971;1179.871;1
7453;1273;399;1352.847;1
7454;1273;1071;1149.965;1
7455;1273;270;1225.311;2
7456;1273;795;1168.835;1
7457;1273;1780;2432.274;1
7458;1273;18;1913.453;1
7459;1273;252;2125.557;1
7460;1273;124;2632.164;1
7461;1273;108;2363.045;1
7462;1273;3166;3333.996;2
7463;1273;194;3735.068;3
7464;1273;70;3562.19;6
7465;1273;527;3541.28;5
7466;1273;92;3770.893;1
7467;1273;462;3387.306;1
7468;1273;226;2882.587;3
7469;1273;13;3628.123;2
7470;1273;78;4025.72;2
7471;1273;563;3592.093;2
7472;1273;286;3464.704;1
7473;1273;154;3811.135;1
7474;1273;109;3170.872;2
7475;1273;243;3776.987;2
7476;1273;9297;1224.454;5
7477;1273;240;1580.888;3
7478;1273;1577;1480.576;12
7479;1273;162;1639.345;2
7480;1273;133;1569.031;4
7481;1273;2510;1497.287;6
7482;1273;390;1439.253;1
7483;1273;28731;906.33;6
7484;1273;3965;983.483;4
7485;1273;10525;964.162;1
7486;1273;765;712.161;1
7487;1273;2890;865.819;1
7488;1273;4127;171.666;8
7489;1273;1642;209.599;5
7490;1273;168923;1807.252;5
7491;1273;79400;1068.491;8
7492;1273;29365;1728.966;2
7493;1273;20445;1037.634;3
7494;3836;11814;1014.718;4
7495;3836;17691;867.23;3
7496;3836;1699;1130.248;2
7497;3836;346;1205.054;2
7498;3836;961;893.991;2
7499;3836;920;1094.487;2
7500;3836;1162;1098.3;1
7501;3836;726;1229.543;1
7502;3836;1551;1091.264;2
7503;3836;604;876.762;12
7504;3836;892;983.957;1
7505;3836;1337;1036.933;1
7506;3836;875;1198.204;1
7507;3836;736;934.436;1
7508;3836;2953;999.053;1
7509;3836;808;972.677;1
7510;3836;10225;595.441;3
7511;3836;930;343.576;4
7512;3836;647;547.163;1
7513;3836;838;651.079;1
7514;3836;663;540.152;2
7515;3836;4049;470.215;5
7516;3836;11619;406.117;38
7517;3836;1382;367.42;9
7518;3836;55521;112.929;57
7519;3836;1221;234.832;13
7520;3836;7281;66.746;33
7521;3836;8560;131.035;23
7522;3836;515;78.057;27
7523;3836;2390;149.263;10
7524;3836;852;206.977;10
7525;3836;1009;392.586;6
7526;3836;496;219.45;14
7527;3836;1047;154.352;18
7528;3836;2616;238.985;17
7529;3836;189;105.449;16
7530;3836;1644;205.577;15
7531;3836;37177;74.488;63
7532;3836;810;285.943;5
7533;3836;494;242.54;1
7534;3836;1844;465.356;4
7535;3836;1421;197.766;11
7536;3836;3363;119.544;14
7537;3836;4803;129.161;26
7538;3836;6981;627.514;5
7539;3836;482;798.794;1
7540;3836;471;574.42;7
