id;pi;pj;dij;pij1;758;1009;149.477;202
2;758;122;118.49;163
3;758;91;110.311;159
4;758;102;179.27;99
5;758;64;237.479;80
6;758;88;89.876;152
7;758;68;74.583;211
8;758;96;118.376;89
9;758;66;198.93;80
10;758;210;118.367;285
11;758;61;172.829;158
12;758;725;677.812;28
13;758;67;756.108;13
14;758;55;587.97;19
15;758;75;620.083;8
16;758;67;735.662;8
17;758;346;786.013;18
18;758;61;623.935;5
19;758;800;825.217;139
20;758;147;819.093;14
21;758;3211;1049.577;102
22;758;101;915.643;5
23;758;537;1041.765;19
24;758;574;1064.866;17
25;758;127;1014.718;22
26;758;194;1114.647;4
27;758;76;930.315;4
28;758;77;1298.271;3
29;758;55;849.444;4
30;758;87;1000.41;8
31;758;184;945.901;5
32;758;83;865.238;6
33;758;2273;1086.347;101
34;758;62;1230.595;6
35;758;137;1366.307;6
36;758;114;1086.872;7
37;758;240;1105.581;15
38;758;325;1131.312;48
39;758;423;1342.943;24
40;758;204;1005.305;72
41;758;151;1139.345;7
42;758;379;1180.005;34
43;758;52;1269.683;37
44;758;89;1101.743;17
45;758;309;1326.13;45
46;758;208;1489.901;40
47;758;147;1703.666;58
48;758;1183;466.518;99
49;758;124;544.267;6
50;758;161;532.033;37
51;758;123;425.454;55
52;758;338;546.739;62
53;758;60;357.867;4
54;758;151;463.122;12
55;758;109;427.177;9
56;758;106;480.281;3
57;758;116;324.543;16
58;758;192;494.225;17
59;758;96;303.228;17
60;758;103;401.846;4
61;758;68;314.331;8
62;758;70;328.243;7
63;758;775;1745.682;61
64;758;139;1768.138;11
65;758;50;1775.329;21
66;758;82;1814.969;9
67;758;2057;316.582;209
68;758;58;760.124;6
69;758;73;276.123;14
70;758;69;281.216;3
71;758;55;489.638;7
72;758;125;520.225;11
73;758;77;616.081;16
74;758;128;476.515;12
75;758;70;334.745;5
76;758;184;581.794;23
77;758;1101;580.727;96
78;758;114;626.638;11
79;758;80;793.641;4
80;758;148;716.524;11
81;758;85;852.684;9
82;758;72;686.602;9
83;758;63;763.56;3
84;758;132;614.36;17
85;758;54;826.148;60
86;758;52;597.209;6
87;758;76;817.716;4
88;758;87;483.443;10
89;758;94;720.037;42
90;758;157;602.242;10
91;758;715;732.714;39
92;758;313;798.041;17
93;758;136;716.873;9
94;758;78;1017.518;22
95;758;238;587.368;12
96;758;59;670.591;5
97;758;160;853.381;10
98;758;192;923.237;43
99;758;278;870.262;16
100;758;125;632.114;6
101;758;98;1018.331;10
102;758;1505;142.807;356
103;758;394;255.529;85
104;758;168;253.514;17
105;758;131;351.656;52
106;758;217;339.617;21
107;758;1109;322.271;240
108;758;71;250.715;16
109;758;121;257.546;17
110;758;571;288.126;144
111;758;322;267.825;62
112;758;143;317.117;12
113;758;246;210.991;132
114;758;163;208.482;78
115;758;624;378.062;74
116;758;179;708.235;14
117;758;126;268.67;97
118;758;50;575.13;13
119;758;105;385.005;71
120;758;62;530.336;11
121;758;568;1512.022;30
122;758;129;1563.277;12
123;758;1132;1234.056;42
124;758;155;1149.62;7
125;758;57;1201.48;6
126;758;907;879.738;48
127;758;85;1117.018;6
128;758;97;1260.806;7
129;758;53;1038.646;9
130;758;101;1087.387;11
131;758;83;1171.316;1
132;758;76;1117.372;7
133;758;60;1075.354;6
134;758;138;1247.911;18
135;758;217;1117.07;19
136;758;152;1182.548;13
137;758;55;1170.201;10
138;758;81;1101.717;8
139;758;82;1940.768;36
140;758;91;1521.012;37
141;758;911;536.62;72
142;758;78;619.712;8
143;758;107;628.79;8
144;758;67;628.8;11
145;758;92;413.923;10
146;758;186;398.573;42
147;758;87;524.575;14
148;758;201;370.103;16
149;758;880;551.788;155
150;758;94;446.009;65
151;758;135;481.357;89
152;758;117;768.585;37
153;758;176;566.225;25
154;758;313;730.66;50
155;758;83;327.384;22
156;758;189;554.274;12
157;758;588;797.41;35
158;758;86;616.524;1
159;758;128;985.637;19
160;758;72;575.041;6
161;758;147;770.005;34
162;758;85;709.054;6
163;758;58;843.838;4
164;758;70;749.173;3
165;758;89;681.273;4
166;758;1814;821.742;137
167;758;70;781.271;7
168;758;108;982.439;12
169;758;77;970.462;4
170;758;66;783.27;42
171;758;140;845.533;21
172;758;92;989.746;4
173;758;2244;1263.444;103
174;758;109;1224.572;4
175;758;80;1317.252;35
176;758;65;1183.289;1
177;758;123;1068.882;8
178;758;191;1191.406;12
179;758;70;1124.524;3
180;758;83;1262.624;3
181;758;66;1229.488;5
182;758;64;2509.272;28
183;758;226;2910.488;20
184;758;507;1613.0;109
185;758;75;1798.348;160
186;758;168;1742.782;105
187;758;1773;332.312;276
188;758;123;292.783;41
189;758;317;352.369;202
190;758;273;382.541;65
191;758;76;457.176;11
192;758;698;465.945;76
193;758;70;358.219;14
194;758;205;378.066;72
195;758;195;535.252;20
196;758;607;541.315;30
197;758;58;509.072;91
198;758;207;1108.838;85
199;758;84;1137.055;49
200;758;8143;901.116;288
201;758;4421;404.747;324
202;758;1639;810.097;91
203;758;1566;1060.559;94
204;1009;758;149.477;135
205;1009;122;267.726;47
206;1009;91;231.719;53
207;1009;102;288.004;42
208;1009;64;381.779;30
209;1009;88;234.349;31
210;1009;68;145.444;55
211;1009;96;188.92;39
212;1009;66;345.028;31
213;1009;210;156.548;91
214;1009;61;168.428;78
215;1009;725;547.208;57
216;1009;67;607.73;29
217;1009;55;447.183;39
218;1009;75;495.535;45
219;1009;67;600.267;32
220;1009;346;645.527;42
221;1009;61;478.428;27
222;1009;800;681.182;144
223;1009;147;672.997;37
224;1009;3211;905.736;138
225;1009;101;766.618;33
226;1009;537;896.131;56
227;1009;574;921.568;51
228;1009;127;867.23;61
229;1009;194;970.762;42
230;1009;76;781.014;28
231;1009;77;1161.351;32
232;1009;55;699.969;28
233;1009;87;858.96;39
234;1009;184;797.05;38
235;1009;83;723.899;47
236;1009;2273;939.377;140
237;1009;62;1089.7;32
238;1009;137;1230.778;38
239;1009;114;946.541;41
240;1009;240;960.433;45
241;1009;325;985.364;84
242;1009;423;1223.923;50
243;1009;204;889.59;107
244;1009;151;1022.625;29
245;1009;379;1100.625;57
246;1009;52;1190.176;81
