1,142.0
2,259.0
3,210.416666667
4,186.5
5,229.666666667
6,134.416666667
7,207.285714286
8,216.666666667
9,84.6666666667
10,170.775
12,167.833333333
13,183.615384615
14,191.035714286
15,203.755555556
16,192.3125
17,185.235294118
18,172.977777778
19,211.710526316
20,182.24
21,182.833333333
22,178.484848485
23,175.684782609
24,168.395833333
26,166.5
27,193.925925926
28,159.258928571
29,164.75862069
30,176.966666667
32,182.71875
33,162.595959596
34,181.529411765
35,166.737142857
36,165.922222222
37,170.837837838
38,175.296052632
39,169.461538462
40,165.058333333
41,166.850609756
42,162.674603175
44,165.477272727
45,160.681481481
46,165.592391304
47,152.539007092
48,153.354166667
49,157.739795918
50,158.015
51,162.032679739
52,156.371794872
53,162.418867925
54,147.962962963
55,156.213636364
56,158.821428571
57,157.222222222
58,153.551724138
59,154.762711864
60,148.997222222
61,158.114754098
62,153.88172043
63,159.873015873
64,155.109375
65,151.461538462
66,155.909090909
67,158.937313433
68,158.573529412
69,153.570048309
71,145.823943662
73,148.02739726
74,157.331081081
75,142.2
76,156.342105263
77,148.616883117
78,153.41025641
79,148.708860759
80,153.716666667
81,143.117283951
82,145.568292683
83,141.481927711
84,147.273809524
85,142.768627451
86,148.325581395
87,147.494252874
89,143.511235955
90,146.094444444
91,141.527472527
92,144.902173913
93,141.591397849
94,141.773049645
95,143.089473684
96,141.944444444
97,138.993127148
98,133.836734694
99,137.02020202
100,142.21
101,139.094059406
102,138.970588235
103,142.475728155
104,140.846153846
106,134.674528302
108,137.143518519
109,136.779816514
110,137.512121212
112,135.361607143
113,130.592920354
114,141.447368421
115,132.956521739
116,133.743103448
117,135.901709402
119,135.369747899
120,132.041666667
123,131.764227642
125,132.96
126,127.063492063
132,133.893939394
133,130.172932331
137,128.762773723
138,130.260869565
140,130.667857143
141,129.035460993
142,125.158450704
143,123.566433566
145,120.868965517
146,127.020547945
147,122.306122449
148,125.743243243
150,128.366666667
152,123.769736842
153,118.366013072
155,123.509677419
158,119.955696203
159,121.58490566
160,124.95625
162,124.438271605
166,121.951807229
170,117.952941176
176,112.755681818
179,116.005586592
184,114.635869565
188,113.904255319
189,115.349206349
192,114.942708333
196,114.336734694
202,110.693069307
203,106.886699507
207,110.541062802
209,111.870813397
211,108.402843602
216,110.532407407
217,107.841013825
218,109.678899083
219,109.949771689
226,109.084070796
230,106.669565217
246,102.178861789
251,100.390438247
252,102.083333333
253,100.608695652
256,101.34765625
257,99.2996108949
258,101.670542636
277,97.2815884477
278,96.4244604317
286,95.6888111888
289,94.1660899654
300,91.8733333333
312,90.766025641
334,86.4760479042
